Wall time,Step,Value
1745320028.344486,3000,0.03754217550158501
1745320065.4793751,5000,0.038165729492902756
1745320102.5012336,7000,0.03677024319767952
1745320139.4707248,9000,0.04151373729109764
1745320176.4957623,11000,0.04063979536294937
1745320213.4932632,13000,0.04033241793513298
1745320250.3311508,15000,0.03886567801237106
1745320287.2473147,17000,0.04316747561097145
1745320324.2437563,19000,0.04292268306016922
1745320360.6088383,21000,0.04666901379823685
1745320396.8303938,23000,0.040797214955091476
1745320433.4311528,25000,0.04416997730731964
1745320470.2492647,27000,0.04220373183488846
1745320506.7209365,29000,0.04448913782835007
1745320543.3072033,31000,0.04407116025686264
1745320579.5975957,33000,0.046714670956134796
1745320615.8731635,35000,0.041977737098932266
1745320652.3850079,37000,0.04643175005912781
1745320688.6620052,39000,0.041391074657440186
1745320725.0404532,41000,0.04389071464538574
1745320776.4311905,44000,0.0447937473654747
1745320812.7040696,46000,0.04234505072236061
1745320849.4459171,48000,0.04355914518237114
1745320886.011623,50000,0.04183684289455414
1745320922.6463733,52000,0.04228369891643524
1745320959.4830637,54000,0.0395079180598259
1745320995.9275787,56000,0.03662381321191788
1745321032.3625305,58000,0.037114884704351425
1745321068.9833038,60000,0.03997195512056351
1745321105.5778735,62000,0.03546255826950073
1745321142.2171717,64000,0.034090556204319
1745321178.7627885,66000,0.03824695199728012
1745321215.0137923,68000,0.0363258495926857
1745321251.4435031,70000,0.039397865533828735
1745321287.5690234,72000,0.03884948790073395
1745321323.6647432,74000,0.039590731263160706
1745321359.7973368,76000,0.03718039020895958
1745321396.0981243,78000,0.0392424650490284
1745321432.2209039,80000,0.0327489897608757
1745321468.3714013,82000,0.03492025285959244
1745321504.511082,84000,0.0346110537648201
1745321556.0199044,87000,0.03245438262820244
1745321592.1554632,89000,0.03313956782221794
1745321628.4868605,91000,0.03483959287405014
1745321664.6913047,93000,0.03382277861237526
1745321700.837301,95000,0.03168492019176483
1745321736.8332217,97000,0.03176583722233772
1745321773.1195033,99000,0.029821492731571198
1745321809.2836196,101000,0.03037637285888195
1745321845.4677482,103000,0.033496446907520294
1745321881.7841897,105000,0.031135031953454018
1745321918.190188,107000,0.03538249433040619
1745321954.1899238,109000,0.03288286179304123
1745321990.141998,111000,0.03076653741300106
1745322026.171621,113000,0.03022157959640026
1745322062.151382,115000,0.028987109661102295
1745322098.4178758,117000,0.028856799006462097
1745322134.3173544,119000,0.03180842101573944
1745322170.5962837,121000,0.03515218198299408
1745322206.7168317,123000,0.028489740565419197
1745322242.8621256,125000,0.03228631988167763
1745322279.2969575,127000,0.028314027935266495
1745322330.6519318,130000,0.027173785492777824
1745322367.0786405,132000,0.0315093919634819
1745322403.1891165,134000,0.026156149804592133
1745322439.5038114,136000,0.02857901342213154
1745322475.6735685,138000,0.028372418135404587
1745322511.8005104,140000,0.027729930356144905
1745322547.87538,142000,0.027625616639852524
1745322583.7262888,144000,0.028225932270288467
1745322619.7051806,146000,0.027271946892142296
1745322655.690648,148000,0.03125225752592087
1745322691.7825341,150000,0.02605149894952774
1745322727.5760994,152000,0.026460638269782066
1745322763.547037,154000,0.028888510540127754
1745322799.8459504,156000,0.024502618238329887
1745322835.8316483,158000,0.027049444615840912
1745322873.344124,160000,0.02886856347322464
1745322910.9879084,162000,0.028962448239326477
1745322949.0047827,164000,0.025141537189483643
1745322986.2329063,166000,0.024110902100801468
1745323022.4740663,168000,0.03169649839401245
1745323058.607187,170000,0.025117887184023857
1745323109.925568,173000,0.02514015883207321
1745323145.8031223,175000,0.02509293518960476
1745323181.7528105,177000,0.034043874591588974
1745323218.4976485,179000,0.027088377624750137
1745323255.8359692,181000,0.025100097060203552
1745323292.4809647,183000,0.021224599331617355
1745323328.6465793,185000,0.021952122449874878
1745323364.5560048,187000,0.026107843965291977
1745323400.5442495,189000,0.021734729409217834
1745323436.6203954,191000,0.01989627629518509
1745323473.5122523,193000,0.02469918504357338
1745323510.684735,195000,0.024053655564785004
1745323548.769495,197000,0.018861662596464157
1745323586.384276,199000,0.01968562789261341
1745323623.1677802,201000,0.019551590085029602
1745323659.1964471,203000,0.026997998356819153
1745323695.066255,205000,0.021943561732769012
1745323731.062965,207000,0.01709197834134102
1745323766.7969193,209000,0.020295806229114532
1745323802.630388,211000,0.03012615256011486
1745323838.6214035,213000,0.02731286734342575
1745323889.313869,216000,0.025663180276751518
1745323924.8992732,218000,0.021104738116264343
1745323960.7301505,220000,0.020881153643131256
1745323996.719332,222000,0.01825888454914093
1745324033.175885,224000,0.02092498168349266
1745324069.8951275,226000,0.02398201823234558
1745324106.740919,228000,0.022805826738476753
1745324142.9747338,230000,0.017487743869423866
1745324178.8690753,232000,0.016414187848567963
1745324214.8602748,234000,0.018202608451247215
1745324250.912172,236000,0.024453114718198776
