Wall time,Step,Value
1745982575.219232,3000,-27.548437118530273
1745982611.9767692,5000,-27.513263702392578
1745982648.7640288,7000,-27.47446060180664
1745982685.215895,9000,-27.43206024169922
1745982720.8068495,11000,-27.382678985595703
1745982756.900956,13000,-27.3310546875
1745982793.071098,15000,-27.273178100585938
1745982828.945896,17000,-27.206689834594727
1745982864.721096,19000,-27.13035774230957
1745982900.6657653,21000,-27.0491886138916
1745982936.7328238,23000,-26.96401023864746
1745982972.2215283,25000,-26.870954513549805
1745983007.4298675,27000,-26.775230407714844
1745983042.6773,29000,-26.661951065063477
1745983077.833027,31000,-26.5389461517334
1745983113.2855175,33000,-26.4200382232666
1745983148.4655657,35000,-26.29615592956543
1745983183.5741434,37000,-26.127601623535156
1745983219.0131648,39000,-25.971708297729492
1745983254.5168693,41000,-25.771915435791016
1745983305.667295,44000,-25.578407287597656
1745983341.578504,46000,-25.37139320373535
1745983376.712924,48000,-25.166173934936523
1745983411.967182,50000,-24.977054595947266
1745983447.1282055,52000,-24.778730392456055
1745983482.65889,54000,-24.521818161010742
1745983518.2329524,56000,-24.22231101989746
1745983553.2115302,58000,-23.99424171447754
1745983588.2412903,60000,-23.70533561706543
1745983623.3861775,62000,-23.457691192626953
1745983658.5195818,64000,-23.10030174255371
1745983694.2465496,66000,-22.826152801513672
1745983729.8117826,68000,-22.512537002563477
1745983765.3781648,70000,-22.155855178833008
1745983800.3079598,72000,-21.899749755859375
1745983835.0255277,74000,-21.562271118164062
1745983869.9992113,76000,-21.244007110595703
1745983904.8780828,78000,-20.825891494750977
1745983940.114038,80000,-20.50111198425293
1745983975.0923274,82000,-20.212207794189453
1745984010.222047,84000,-19.791473388671875
1745984059.8647685,87000,-19.476825714111328
1745984095.1746593,89000,-19.135133743286133
1745984130.5512953,91000,-18.8575382232666
1745984165.9765298,93000,-18.556968688964844
1745984201.0796309,95000,-18.274431228637695
1745984236.259168,97000,-17.971717834472656
1745984271.233661,99000,-17.605886459350586
1745984306.214182,101000,-17.38279151916504
1745984341.4306705,103000,-17.011764526367188
1745984376.729076,105000,-16.67972183227539
1745984412.2735143,107000,-16.438398361206055
1745984447.6328473,109000,-16.189889907836914
1745984483.0927022,111000,-15.91690731048584
1745984518.5111136,113000,-15.702717781066895
1745984554.427239,115000,-15.427875518798828
1745984589.7323222,117000,-15.234292030334473
1745984625.176457,119000,-14.883099555969238
1745984661.0462646,121000,-14.73142147064209
1745984696.6251955,123000,-14.442658424377441
1745984732.2382786,125000,-14.220890998840332
1745984767.3144805,127000,-14.021197319030762
1745984816.85425,130000,-13.796074867248535
1745984852.4894693,132000,-13.676525115966797
1745984887.8451188,134000,-13.539064407348633
1745984922.877526,136000,-13.369060516357422
1745984958.148171,138000,-13.160370826721191
1745984993.5635505,140000,-12.994864463806152
1745985028.447634,142000,-12.806230545043945
1745985063.6436806,144000,-12.543648719787598
1745985098.6853535,146000,-12.358086585998535
1745985134.1354392,148000,-12.256239891052246
1745985169.2523077,150000,-12.099462509155273
1745985204.4698176,152000,-11.778483390808105
1745985239.6244373,154000,-11.578567504882812
1745985274.6091137,156000,-11.44980525970459
1745985309.5821111,158000,-11.168886184692383
1745985344.6583242,160000,-11.077947616577148
1745985379.7926805,162000,-10.923766136169434
1745985414.7505183,164000,-10.797369956970215
1745985450.102565,166000,-10.7595853805542
1745985485.2062325,168000,-10.469172477722168
1745985520.0751169,170000,-10.291131019592285
1745985569.4341278,173000,-10.08507251739502
1745985604.8194778,175000,-9.879556655883789
1745985639.767465,177000,-9.681052207946777
1745985674.861672,179000,-9.501089096069336
1745985709.7414615,181000,-9.344388961791992
1745985744.9787078,183000,-9.110980033874512
1745985780.1144373,185000,-8.84370231628418
1745985815.58144,187000,-8.743887901306152
1745985851.0474687,189000,-8.600391387939453
1745985886.2447746,191000,-8.53097915649414
1745985921.5313857,193000,-8.3541259765625
1745985956.892506,195000,-8.207962036132812
1745985992.378721,197000,-8.0381498336792
1745986027.7573886,199000,-7.8276824951171875
1745986063.0379422,201000,-7.637792110443115
1745986098.3430705,203000,-7.490140914916992
1745986133.6297743,205000,-7.354420185089111
1745986168.872467,207000,-7.02067756652832
1745986204.4049249,209000,-6.8054280281066895
1745986239.6796389,211000,-6.652242660522461
1745986274.990253,213000,-6.4804463386535645
1745986324.7644398,216000,-6.272730827331543
1745986359.8382068,218000,-6.087923049926758
1745986395.0272903,220000,-5.876630783081055
1745986430.281806,222000,-5.84813928604126
1745986465.6970854,224000,-5.8226494789123535
1745986500.8110492,226000,-5.806711673736572
1745986535.8752067,228000,-5.755157947540283
1745986570.9338956,230000,-5.6487932205200195
1745986606.0148387,232000,-5.539000034332275
1745986641.1952045,234000,-5.3850178718566895
1745986676.1669502,236000,-5.40140438079834
1745986711.3525927,238000,-5.2301154136657715
1745986746.3970082,240000,-5.209990978240967
1745986781.4614537,242000,-5.067234516143799
1745986816.4740431,244000,-4.984882354736328
1745986851.5264587,246000,-4.920704364776611
1745986886.5197835,248000,-4.85170841217041
1745986921.66583,250000,-4.702451229095459
1745986956.7108023,252000,-4.603386402130127
1745986991.576802,254000,-4.591407775878906
1745987041.3959277,257000,-4.4852094650268555
1745987076.6765683,259000,-4.52296257019043
1745987112.1026118,261000,-4.464354038238525
1745987147.3478506,263000,-4.479913234710693
1745987182.3347461,265000,-4.391124248504639
1745987217.287031,267000,-4.25521183013916
1745987252.705108,269000,-4.192221641540527
1745987287.6926236,271000,-4.08573055267334
1745987323.8509927,273000,-4.014289379119873
1745987359.7449567,275000,-3.944125175476074
1745987395.3895097,277000,-3.855970621109009
1745987431.6159704,279000,-3.86008620262146
1745987467.552508,281000,-3.82053804397583
1745987502.6939874,283000,-3.8118574619293213
1745987537.7681823,285000,-3.7006773948669434
1745987573.304143,287000,-3.6288440227508545
1745987608.3961828,289000,-3.525284767150879
1745987643.5819743,291000,-3.4857664108276367
1745987678.3881166,293000,-3.3426618576049805
1745987713.1583617,295000,-3.255002975463867
1745987748.015219,297000,-3.2150115966796875
1745987797.316661,300000,-3.2447400093078613
1745987832.1818428,302000,-3.0989608764648438
1745987867.1058528,304000,-3.06052303314209
1745987901.8778944,306000,-3.0172040462493896
1745987939.6925635,308000,-3.016477108001709
1745987974.9838533,310000,-2.9998512268066406
1745988009.7271607,312000,-2.8219995498657227
1745988044.4584005,314000,-2.76052188873291
1745988079.35789,316000,-2.679229497909546
1745988114.4267104,318000,-2.6400535106658936
1745988149.212412,320000,-2.6126105785369873
1745988184.1503496,322000,-2.629796028137207
1745988218.8746245,324000,-2.5358524322509766
1745988253.5994954,326000,-2.478949785232544
1745988288.4228427,328000,-2.500457286834717
1745988323.0547948,330000,-2.4699583053588867
1745988357.761529,332000,-2.373685836791992
1745988392.5474815,334000,-2.284238338470459
1745988427.229045,336000,-2.346240758895874
1745988461.9698935,338000,-2.3399221897125244
1745988496.711877,340000,-2.1715500354766846
1745988546.499204,343000,-2.206422805786133
1745988581.5834084,345000,-2.153656244277954
1745988616.8526843,347000,-2.0948727130889893
1745988652.0408707,349000,-1.9844777584075928
1745988687.228923,351000,-1.8557778596878052
1745988721.879962,353000,-1.8238364458084106
1745988756.9387095,355000,-1.8881285190582275
1745988791.9304988,357000,-1.7759761810302734
1745988827.185066,359000,-1.7705154418945312
1745988862.8232353,361000,-1.686608910560608
1745988898.349492,363000,-1.6927430629730225
1745988934.0709565,365000,-1.7534126043319702
1745988969.5041902,367000,-1.6663165092468262
1745989005.034441,369000,-1.7522157430648804
1745989040.5658174,371000,-1.6429349184036255
1745989075.9093444,373000,-1.5755411386489868
1745989110.9609678,375000,-1.5140671730041504
1745989146.43244,377000,-1.4630085229873657
1745989181.7891676,379000,-1.483713150024414
1745989217.0182061,381000,-1.3324257135391235
1745989252.5831795,383000,-1.275959849357605
1745989302.4134147,386000,-1.2308382987976074
1745989337.7470417,388000,-1.2055121660232544
1745989372.8462517,390000,-1.1204522848129272
1745989407.896505,392000,-1.1666122674942017
1745989443.066298,394000,-1.1814100742340088
1745989477.931599,396000,-1.2171885967254639
1745989512.9920108,398000,-1.2399238348007202
1745989548.0858893,400000,-1.2422149181365967
1745989583.0425618,402000,-1.200232744216919
1745989617.956715,404000,-1.241442084312439
1745989653.296327,406000,-1.184555172920227
1745989688.5680952,408000,-1.248034119606018
1745989723.4587746,410000,-1.2624074220657349
1745989758.699486,412000,-1.1254926919937134
1745989793.570633,414000,-1.1117186546325684
1745989828.4666178,416000,-1.1639961004257202
1745989862.830686,418000,-1.0582741498947144
1745989897.5274,420000,-1.0461136102676392
1745989932.05675,422000,-1.0176581144332886
1745989966.52221,424000,-1.0802468061447144
1745990001.4818537,426000,-0.9058632850646973
1745990051.1653383,429000,-0.9963528513908386
1745990085.8044994,431000,-0.9634991884231567
1745990120.4055743,433000,-0.8860846161842346
1745990155.41942,435000,-0.8807897567749023
1745990190.454218,437000,-0.9295070767402649
1745990225.7166307,439000,-0.9670546650886536
1745990261.4542072,441000,-0.9194789528846741
1745990296.395093,443000,-0.9061769843101501
1745990331.292512,445000,-0.8107830882072449
1745990366.3158329,447000,-0.8157567381858826
1745990401.763099,449000,-0.9389267563819885
1745990437.0674694,451000,-0.817939043045044
1745990472.2454982,453000,-0.902561604976654
1745990507.4425228,455000,-0.7608329057693481
1745990543.1264465,457000,-0.8595579862594604
1745990579.2306533,459000,-0.7823603749275208
1745990615.1805854,461000,-0.7511129975318909
1745990651.1228168,463000,-0.7129173874855042
1745990686.846526,465000,-0.7033818960189819
1745990722.9602242,467000,-0.6912959218025208
1745990758.7154362,469000,-0.6345047950744629
1745990809.8195243,472000,-0.6579204201698303
1745990845.7514331,474000,-0.614952802658081
1745990882.0174997,476000,-0.6822875142097473
1745990917.8362098,478000,-0.6807050704956055
1745990953.9592674,480000,-0.690696120262146
1745990989.835691,482000,-0.6539218425750732
1745991025.5121748,484000,-0.6245384812355042
1745991061.314432,486000,-0.5719741582870483
1745991097.0852692,488000,-0.538053035736084
1745991133.3938577,490000,-0.5211026072502136
1745991169.0464401,492000,-0.4583719074726105
1745991205.4895751,494000,-0.4117630124092102
1745991241.3528647,496000,-0.45897167921066284
1745991277.4678242,498000,-0.4570372700691223
1745991313.3336456,500000,-0.4320094585418701
1745991349.3431995,502000,-0.46955224871635437
1745991385.3086774,504000,-0.43975400924682617
1745991421.3049884,506000,-0.44163623452186584
1745991457.1470487,508000,-0.44652509689331055
1745991492.8796446,510000,-0.39431583881378174
1745991543.4307399,513000,-0.3318020701408386
1745991578.525632,515000,-0.3675398826599121
1745991613.8565955,517000,-0.36737537384033203
1745991649.1897013,519000,-0.3516768515110016
1745991684.7968647,521000,-0.33240774273872375
1745991720.050811,523000,-0.3273311257362366
1745991755.4366577,525000,-0.34354889392852783
1745991791.0079978,527000,-0.3488488793373108
1745991827.1163125,529000,-0.31799939274787903
1745991862.7484603,531000,-0.3330528736114502
1745991898.4198766,533000,-0.3253353536128998
1745991934.467811,535000,-0.263058066368103
1745991970.1895003,537000,-0.2702069878578186
1745992005.4491556,539000,-0.23972786962985992
1745992040.778527,541000,-0.2522071897983551
1745992076.0490339,543000,-0.2891588807106018
1745992111.7433121,545000,-0.2248813956975937
1745992147.1043322,547000,-0.23588185012340546
1745992182.3063526,549000,-0.20541101694107056
1745992217.4629517,551000,-0.2701963484287262
1745992252.6445205,553000,-0.22916200757026672
1745992302.7083392,556000,-0.23658159375190735
1745992337.9451632,558000,-0.2538642883300781
1745992373.0875795,560000,-0.2440437525510788
1745992408.6702378,562000,-0.2123122662305832
1745992444.0850494,564000,-0.2026667594909668
1745992479.1739645,566000,-0.18996569514274597
1745992514.6173577,568000,-0.1981275975704193
1745992549.9941542,570000,-0.15164028108119965
1745992584.9214556,572000,-0.18581417202949524
1745992619.968256,574000,-0.13473086059093475
1745992654.9391084,576000,-0.13286997377872467
1745992689.9362648,578000,-0.15408901870250702
1745992725.2952218,580000,-0.1306052953004837
1745992760.345589,582000,-0.14759792387485504
1745992795.9153218,584000,-0.13000516593456268
1745992831.8323262,586000,-0.15176162123680115
1745992867.6822822,588000,-0.1662551909685135
1745992903.1613858,590000,-0.13750514388084412
1745992938.5842483,592000,-0.11872771382331848
1745992974.4759104,594000,-0.12523062527179718
1745993010.3625355,596000,-0.12077353894710541
1745993061.2822726,599000,-0.118067666888237
1745993096.694343,601000,-0.10931258648633957
1745993132.4025664,603000,-0.09926816821098328
1745993168.1905272,605000,-0.1001049280166626
1745993203.6589935,607000,-0.10831204801797867
1745993238.9540179,609000,-0.11453873664140701
1745993274.654917,611000,-0.11773426085710526
1745993310.38637,613000,-0.14335080981254578
1745993345.827807,615000,-0.12846457958221436
1745993381.4540052,617000,-0.1312432587146759
1745993416.728616,619000,-0.1326979696750641
1745993452.1409433,621000,-0.11741151660680771
1745993487.9147742,623000,-0.11693260818719864
1745993523.890516,625000,-0.13168545067310333
1745993559.3364325,627000,-0.09532627463340759
1745993595.0849679,629000,-0.12083180993795395
1745993630.8708234,631000,-0.12369929999113083
1745993666.760222,633000,-0.1278984248638153
1745993702.717195,635000,-0.107646644115448
1745993738.476398,637000,-0.1138378456234932
1745993774.5062544,639000,-0.09578410536050797
1745993825.2121513,642000,-0.1075161024928093
1745993861.3371646,644000,-0.09542141109704971
1745993897.6179824,646000,-0.13317474722862244
1745993933.8613892,648000,-0.14918668568134308
1745993970.373977,650000,-0.14823371171951294
1745994006.5196846,652000,-0.13496911525726318
1745994042.282903,654000,-0.15080860257148743
1745994078.240432,656000,-0.13091593980789185
1745994114.0966597,658000,-0.12792257964611053
1745994150.1318748,660000,-0.14137104153633118
1745994186.2216535,662000,-0.1268291175365448
1745994222.0273278,664000,-0.12021134793758392
1745994257.619935,666000,-0.13221026957035065
1745994294.0602334,668000,-0.14502283930778503
1745994329.5601542,670000,-0.15443368256092072
1745994365.0833411,672000,-0.1659163236618042
1745994401.2151158,674000,-0.1466371864080429
1745994437.0806584,676000,-0.15656402707099915
1745994472.7725253,678000,-0.13520267605781555
1745994508.5904994,680000,-0.13445121049880981
1745994544.01886,682000,-0.13535363972187042
1745994594.4034743,685000,-0.13822728395462036
1745994629.679079,687000,-0.14052346348762512
1745994665.794321,689000,-0.15750692784786224
1745994701.9776857,691000,-0.1437780112028122
1745994738.067527,693000,-0.17364007234573364
1745994774.0969534,695000,-0.1811247318983078
1745994810.05916,697000,-0.1853940635919571
1745994845.591894,699000,-0.15578919649124146
1745994881.0585067,701000,-0.16634386777877808
1745994916.4870431,703000,-0.1868171989917755
1745994952.114105,705000,-0.17763754725456238
1745994988.067106,707000,-0.18952789902687073
1745995024.1365223,709000,-0.17706440389156342
1745995060.0227177,711000,-0.1761491745710373
1745995095.7508879,713000,-0.16949427127838135
1745995131.002959,715000,-0.1737445443868637
1745995166.828724,717000,-0.15752379596233368
1745995202.0812593,719000,-0.13469940423965454
1745995237.3148136,721000,-0.150327667593956
1745995272.615683,723000,-0.1373676210641861
1745995307.9069,725000,-0.12140005081892014
1745995358.3175898,728000,-0.1110931858420372
1745995393.896074,730000,-0.11448471248149872
1745995429.4235444,732000,-0.1227540448307991
1745995464.9648006,734000,-0.10850414633750916
1745995500.731346,736000,-0.10425907373428345
1745995536.5644593,738000,-0.08369190245866776
1745995572.517725,740000,-0.09191367775201797
1745995608.3711362,742000,-0.0991189107298851
1745995643.5266857,744000,-0.11245490610599518
1745995678.8661094,746000,-0.10699672996997833
1745995714.282186,748000,-0.12117181718349457
1745995749.7385588,750000,-0.13542576134204865
1745995785.5270703,752000,-0.12402524054050446
1745995821.5467932,754000,-0.1051783412694931
1745995857.356555,756000,-0.10251263529062271
1745995893.6702783,758000,-0.09449007362127304
1745995929.2715104,760000,-0.09508320689201355
1745995964.5178027,762000,-0.07654743641614914
1745995999.6948602,764000,-0.0660974308848381
1745996035.170218,766000,-0.054807234555482864
1745996086.213838,769000,-0.05753001570701599
1745996122.1549854,771000,-0.06501076370477676
1745996158.333558,773000,-0.06539455056190491
1745996194.2255208,775000,-0.0676671639084816
1745996230.0512865,777000,-0.06621606647968292
1745996266.0675995,779000,-0.055885955691337585
1745996301.355517,781000,-0.06294701248407364
1745996336.410481,783000,-0.05486496165394783
1745996372.0339158,785000,-0.0657828152179718
1745996407.5864553,787000,-0.060488712042570114
1745996443.6743567,789000,-0.0646648108959198
1745996479.8339822,791000,-0.05767912045121193
1745996516.0516734,793000,-0.060467515140771866
1745996551.9664257,795000,-0.06953268498182297
1745996587.646066,797000,-0.07807627320289612
1745996622.8988323,799000,-0.07866311073303223
1745996658.0882497,801000,-0.08558666706085205
1745996693.6587107,803000,-0.08564669638872147
1745996729.2300515,805000,-0.07558247447013855
1745996764.6909494,807000,-0.07910596579313278
1745996800.4017665,809000,-0.07144410908222198
1745996850.8992445,812000,-0.06319980323314667
1745996886.2584496,814000,-0.05761024355888367
1745996921.4249666,816000,-0.06626853346824646
1745996956.7334259,818000,-0.05356164276599884
1745996993.0015109,820000,-0.0462203212082386
1745997029.553205,822000,-0.05507853627204895
1745997065.7230644,824000,-0.06264682859182358
1745997102.2597945,826000,-0.07493672519922256
1745997138.620403,828000,-0.07045644521713257
1745997174.127626,830000,-0.09185812622308731
1745997209.5764122,832000,-0.08044610172510147
1745997245.109178,834000,-0.07133666425943375
1745997280.4475234,836000,-0.08683697879314423
1745997315.8058455,838000,-0.07693417370319366
1745997351.1208227,840000,-0.07227037101984024
1745997386.8178368,842000,-0.07595367729663849
1745997422.477059,844000,-0.07566969841718674
1745997458.0720925,846000,-0.09709905833005905
1745997493.39563,848000,-0.11200884729623795
1745997528.7683997,850000,-0.09971506148576736
1745997564.1999702,852000,-0.07957768440246582
1745997614.5669513,855000,-0.07230623811483383
1745997650.0242841,857000,-0.07169095426797867
1745997685.8004417,859000,-0.06377016007900238
1745997721.3460083,861000,-0.07224027067422867
1745997757.0263882,863000,-0.09460657835006714
1745997792.856027,865000,-0.10876541584730148
1745997828.4371097,867000,-0.1191411018371582
1745997863.769571,869000,-0.11603798717260361
1745997898.927144,871000,-0.10706626623868942
1745997934.4546704,873000,-0.1069706603884697
1745997970.3666606,875000,-0.1033109799027443
1745998005.786423,877000,-0.09441190958023071
1745998041.463226,879000,-0.07405699789524078
1745998077.1316862,881000,-0.07472548633813858
1745998112.7871428,883000,-0.07577288150787354
1745998148.598485,885000,-0.0718151405453682
1745998183.8455522,887000,-0.08288799226284027
1745998218.921412,889000,-0.0780964195728302
1745998254.2006524,891000,-0.07890091091394424
1745998289.5270958,893000,-0.07192464917898178
1745998324.9946527,895000,-0.07029924541711807
1745998375.7536182,898000,-0.06392759084701538
1745998411.4931757,900000,-0.057238638401031494
1745998447.178847,902000,-0.058807142078876495
1745998483.4139397,904000,-0.061248794198036194
1745998518.9720151,906000,-0.06452810019254684
1745998553.9757698,908000,-0.07041335105895996
1745998589.344797,910000,-0.07507327944040298
1745998624.5344117,912000,-0.07742008566856384
1745998659.9398415,914000,-0.08125028014183044
1745998695.299984,916000,-0.09900468587875366
1745998730.6486177,918000,-0.08093231171369553
1745998766.366783,920000,-0.09577007591724396
1745998802.3136442,922000,-0.09186618030071259
1745998838.3838463,924000,-0.10952561348676682
1745998874.3063898,926000,-0.09978098422288895
1745998910.0965521,928000,-0.0995933786034584
1745998945.7369614,930000,-0.10420602560043335
1745998981.4758418,932000,-0.11851584911346436
1745999017.212697,934000,-0.09317313134670258
1745999053.0335033,936000,-0.08341069519519806
1745999088.9199572,938000,-0.0877174586057663
1745999139.6697223,941000,-0.0808747410774231
1745999175.440121,943000,-0.07624450325965881
1745999210.566263,945000,-0.07244130223989487
1745999245.9702451,947000,-0.0727963075041771
1745999281.0533159,949000,-0.1146407425403595
1745999316.2606833,951000,-0.14120587706565857
1745999351.4939685,953000,-0.10692679136991501
1745999388.2487667,955000,-0.25404971837997437
1745999424.364912,957000,-0.7551047205924988
1745999460.4125683,959000,-0.7747644186019897
1745999497.054298,961000,-0.6028817892074585
1745999532.961161,963000,-0.4854081869125366
1745999568.4725442,965000,-0.27199751138687134
1745999603.5349796,967000,-0.17199952900409698
1745999638.887655,969000,-0.1302310973405838
1745999674.2510815,971000,-0.10954517871141434
1745999709.4628823,973000,-0.09096459299325943
1745999744.8981419,975000,-0.08149338513612747
1745999780.1196833,977000,-0.1021166667342186
1745999815.430463,979000,-0.11577866971492767
1745999850.8906875,981000,-0.10377166420221329
1745999900.9506733,984000,-0.11187692731618881
1745999936.4101665,986000,-0.10794398188591003
1745999971.9186711,988000,-0.11845512688159943
1746000007.5008132,990000,-0.11504244804382324
1746000043.2291827,992000,-0.1307544708251953
1746000078.7081516,994000,-0.135928213596344
1746000113.9750187,996000,-0.1251269429922104
1746000149.0923088,998000,-0.10782003402709961
1746000184.4068758,1000000,-0.14873944222927094
