Wall time,Step,Value
1745982575.2190468,3000,0.03661377727985382
1745982611.976358,5000,0.039455339312553406
1745982648.7636366,7000,0.03879396244883537
1745982685.2156427,9000,0.03648383170366287
1745982720.806623,11000,0.03981121629476547
1745982756.9006903,13000,0.0406729094684124
1745982793.0708175,15000,0.04187355190515518
1745982828.9456484,17000,0.04213126748800278
1745982864.72092,19000,0.040340207517147064
1745982900.665563,21000,0.042985931038856506
1745982936.7325957,23000,0.04350188747048378
1745982972.2213485,25000,0.040598269551992416
1745983007.4296684,27000,0.045155759900808334
1745983042.6771252,29000,0.04587528482079506
1745983077.832786,31000,0.04024329036474228
1745983113.285339,33000,0.04448771849274635
1745983148.465375,35000,0.04322454333305359
1745983183.5739658,37000,0.04626670107245445
1745983219.0129874,39000,0.046198852360248566
1745983254.5166364,41000,0.03850400447845459
1745983305.6671193,44000,0.041476406157016754
1745983341.578323,46000,0.04290478676557541
1745983376.7127428,48000,0.04320037364959717
1745983411.967006,50000,0.04296073317527771
1745983447.1280086,52000,0.0424487441778183
1745983482.65866,54000,0.04542338103055954
1745983518.2327719,56000,0.039866622537374496
1745983553.2113533,58000,0.04199009761214256
1745983588.2410634,60000,0.03823842108249664
1745983623.3859818,62000,0.04066339135169983
1745983658.5194032,64000,0.04483305662870407
1745983694.2463648,66000,0.040119074285030365
1745983729.811563,68000,0.03877149149775505
1745983765.3779867,70000,0.03763821721076965
1745983800.3077812,72000,0.038233689963817596
1745983835.025347,74000,0.03846915811300278
1745983869.9990344,76000,0.036952026188373566
1745983904.8779054,78000,0.03593851253390312
1745983940.1138544,80000,0.036965206265449524
1745983975.0921547,82000,0.036411724984645844
1745984010.2218685,84000,0.03713367134332657
1745984059.864559,87000,0.03279866650700569
1745984095.1744783,89000,0.03334268555045128
1745984130.55112,91000,0.034962672740221024
1745984165.9763517,93000,0.03528439626097679
1745984201.0794306,95000,0.033331796526908875
1745984236.2589917,97000,0.03137312829494476
1745984271.2334814,99000,0.033920273184776306
1745984306.2140045,101000,0.03480345010757446
1745984341.4304752,103000,0.030046764761209488
1745984376.7289038,105000,0.02783573605120182
1745984412.27334,107000,0.029339062049984932
1745984447.6326325,109000,0.030265994369983673
1745984483.0924985,111000,0.027271639555692673
1745984518.5109327,113000,0.0334925577044487
1745984554.4270074,115000,0.02829955890774727
1745984589.7321286,117000,0.03200973570346832
1745984625.176279,119000,0.030982036143541336
1745984661.0460608,121000,0.0293981172144413
1745984696.625003,123000,0.03243756294250488
1745984732.238083,125000,0.027631476521492004
1745984767.3142824,127000,0.026427138596773148
1745984816.854074,130000,0.03006916493177414
1745984852.4892735,132000,0.02593393623828888
1745984887.8449419,134000,0.028414135798811913
1745984922.8773496,136000,0.028257476165890694
1745984958.147992,138000,0.02525290846824646
1745984993.5633535,140000,0.026594482362270355
1745985028.4474277,142000,0.030887719243764877
1745985063.6435,144000,0.028272762894630432
1745985098.6851747,146000,0.02634190395474434
1745985134.1352227,148000,0.02585705742239952
1745985169.2521122,150000,0.04384276270866394
1745985204.4695842,152000,0.03289483115077019
1745985239.6242592,154000,0.027048129588365555
1745985274.6088238,156000,0.03159789741039276
